id,name,slug,destinationId,image,description,location,rating,history,openingHours,facilities,gallery
"tanah-lot","Tanah Lot Temple","tanah-lot","bali","https://images.unsplash.com/photo-1537996194471-e657df975ab4?auto=format&fit=crop&w=800&q=80","An iconic ancient Hindu pilgrimage temple perched on a unique rock formation off the coast of Bali, famous for spectacular sunset views.","Tabanan, Bali","4.8","Built in the 16th century by the legendary priest Nirartha. Tanah Lot temple is a critical part of Balinese spiritual sea mythology, guarded by venomous sea snakes.","06:00 AM - 07:00 PM","["Parking Lot","Souvenir Shops","Washrooms","Restaurants","Guides"]","["https://images.unsplash.com/photo-1537996194471-e657df975ab4?auto=format&fit=crop&w=800&q=80","https://images.unsplash.com/photo-1537996194471-e657df975ab4?auto=format&fit=crop&w=800&q=80"]"
"ubud-monkey-forest","Ubud Monkey Forest","ubud-monkey-forest","bali","https://images.unsplash.com/photo-1507525428034-b723cf961d3e?auto=format&fit=crop&w=800&q=80","A sanctuary and natural habitat of the Balinese long-tailed macaque, located in the cool highlands of Ubud.","Ubud, Bali","4.7","Also known as the Sacred Monkey Forest Sanctuary, this site is dedicated to conservation, spiritual devotion, and scientific research in accordance with the Tri Hita Karana philosophy.","09:00 AM - 06:00 PM","["Visitor Center","Restrooms","Information Desk","First Aid","Free Parking"]","["https://images.unsplash.com/photo-1507525428034-b723cf961d3e?auto=format&fit=crop&w=800&q=80","https://images.unsplash.com/photo-1604999333679-b86d54738315?auto=format&fit=crop&w=800&q=80"]"
"tangkoeban-perahoe","Tangkuban Perahu Volcano","tangkoeban-perahoe","bandung","https://images.unsplash.com/photo-1579294819770-5b1285074b62?auto=format&fit=crop&w=800&q=80","An active volcano north of Bandung, offering crater treks and geothermal hot springs to boil eggs in sulfur pools.","Lembang, West Java","4.5","Derived from the Sundanese legend of Sangkuriang, who kicked a giant boat upside down in a fit of rage, which then turned into this boat-shaped mountain.","08:00 AM - 05:00 PM","["Crater Walkway","Local Stalls","Volcano Guides","Restrooms","Parking Lot"]","["https://images.unsplash.com/photo-1579294819770-5b1285074b62?auto=format&fit=crop&w=800&q=80"]"
"kawah-putih","Kawah Putih (White Crater)","kawah-putih","bandung","https://images.unsplash.com/photo-1584810359583-96fc3448beaa?auto=format&fit=crop&w=800&q=80","A striking sulfurous crater lake with surreal white-green waters surrounded by skeleton trees, sitting in high mountain mist.","Ciwidey, West Java","4.7","Formed after Mount Patuha erupted in the 10th century. Discovered by German botanist Dr. Franz Wilhelm Junghuhn in 1837, who investigated the eerie birdless lake.","07:00 AM - 05:00 PM","["Shuttle Service (Ontang-Anting)","Viewing Platforms","Suspension Bridge","Photography Service"]","["https://images.unsplash.com/photo-1584810359583-96fc3448beaa?auto=format&fit=crop&w=800&q=80"]"
"dusun-bambu","Dusun Bambu Family Leisure Park","dusun-bambu","bandung","https://images.unsplash.com/photo-1620127252536-03bdfcf6d5c3?auto=format&fit=crop&w=800&q=80","An eco-tourism park combining Sundanese culture, lush lakeside restaurants, glamping sites, and bamboo gardens.","Lembang, Bandung","4.6","Designed to preserve Sundanese cultural identity, local bamboo species, and create a family-friendly oasis that blends modern design and nature.","09:00 AM - 08:00 PM","["Lakeside Cottages","Bamboo Playground","Restaurants","Garden Center","Clean Restrooms"]","["https://images.unsplash.com/photo-1620127252536-03bdfcf6d5c3?auto=format&fit=crop&w=800&q=80"]"
"gili-islands","The Gili Islands","gili-islands","lombok","https://images.unsplash.com/photo-1530948990335-1eb93cbe6430?auto=format&fit=crop&w=800&q=80","Three small islands—Gili Trawangan, Gili Meno, and Gili Air—known for sandy beaches, coral reefs, sea turtles, and no motorized vehicles.","North Lombok Regency","4.9","Once used as a base for coconut plantations and a stopover for sailors, the Gilis have grown into an international eco-tourism hotspot.","24 Hours (Boat schedules vary)","["Bicycle Rental","Diving Schools","Beachfront Resorts","Boat Charters","Dini and Sunset bars"]","["https://images.unsplash.com/photo-1530948990335-1eb93cbe6430?auto=format&fit=crop&w=800&q=80"]"
"rinjani-volcano","Mount Rinjani","rinjani-volcano","lombok","https://images.unsplash.com/photo-1537953773345-d172ccf13cf1?auto=format&fit=crop&w=800&q=80","The second highest active volcano in Indonesia, offering challenging treks to the summit and the caldera lake Segara Anak.","Sembalun / Senaru, Lombok","4.8","A sacred mountain for both local Sasak people and Balinese Hindus. The caldera lake contains a new active volcanic cone named Gunung Baru Jari.","Trek booking: 07:00 AM - 05:00 PM (National Park)","["Campsites","Porter Services","Registration Offices","Rescue Posts","Hiking Trails"]","["https://images.unsplash.com/photo-1537953773345-d172ccf13cf1?auto=format&fit=crop&w=800&q=80"]"
"sendang-gile","Sendang Gile & Tiu Kelep Waterfalls","sendang-gile","lombok","https://images.unsplash.com/photo-1582298538104-fc2c095a436c?auto=format&fit=crop&w=800&q=80","Lush tropical twin waterfalls hidden deep inside Mount Rinjani National Park, flowing with refreshing spring waters.","Senaru, North Lombok","4.7","According to Sasak folklore, bathing under Tiu Kelep waterfall cures illnesses and makes you look younger, fed directly from Mount Rinjani's crater lake.","08:00 AM - 05:00 PM","["Jungle Paths","Changing Rooms","Bridges","Entrance Ticket Booth","Local Guides"]","["https://images.unsplash.com/photo-1582298538104-fc2c095a436c?auto=format&fit=crop&w=800&q=80"]"
"komodo-island","Komodo Island National Park","komodo-island","labuan-bajo","https://images.unsplash.com/photo-1520250497591-112f2f40a3f4?auto=format&fit=crop&w=800&q=80","The native habitat of the Komodo Dragon, the largest living lizard species, set amidst dry savannah volcanic hills.","Komodo District, West Manggarai","5","Established in 1980 to protect the unique Komodo Dragon. It was designated a UNESCO World Heritage site and a New7Wonders of Nature.","07:00 AM - 05:00 PM","["Ranger Center","Nature Trails","First Aid Station","Restrooms","Souvenir Area"]","["https://images.unsplash.com/photo-1520250497591-112f2f40a3f4?auto=format&fit=crop&w=800&q=80"]"
"padar-island","Padar Island Viewpoint","padar-island","labuan-bajo","https://images.unsplash.com/photo-1530948990335-1eb93cbe6430?auto=format&fit=crop&w=800&q=80","A legendary viewpoint on Padar Island displaying three distinct crescent bays of white, pink, and black sand beaches.","Komodo National Park, Flores","4.9","An uninhabited rugged volcanic island that offers one of the most photographed viewpoints in Southeast Asia after a 815-step wooden staircase climb.","06:00 AM - 05:00 PM (Best at Sunrise)","["Wooden Steps","Ferry jetty","Small Ranger Post","Security guards"]","["https://images.unsplash.com/photo-1530948990335-1eb93cbe6430?auto=format&fit=crop&w=800&q=80"]"
"pink-beach","Komodo Pink Beach","pink-beach","labuan-bajo","https://images.unsplash.com/photo-1588668214407-6ea9a6d8c272?auto=format&fit=crop&w=800&q=80","One of only seven pink sand beaches in the world, colored by tiny microscopic animals called Foraminifera.","Komodo Island, Flores","4.8","A striking pink shore created by red coral fragments mixing with white calcium carbonate sand, surrounded by thriving coral gardens.","24 Hours","["Coral Snorkeling Reef","Local boat anchorage","Small coconut stalls"]","["https://images.unsplash.com/photo-1588668214407-6ea9a6d8c272?auto=format&fit=crop&w=800&q=80"]"
"cunca-wami","Cunca Wami Canyon Waterfall","cunca-wami","labuan-bajo","https://images.unsplash.com/photo-1537996194471-e657df975ab4?auto=format&fit=crop&w=800&q=80","A deep forest canyon waterfall featuring clear blue swimming pools and exciting rock jumping ledges.","Mbeliling Forest, Labuan Bajo","4.6","Discovered in rural Flores highlands, this canyon served as a natural pool for local Manggarai villagers for generations before opening to eco-tourism.","08:00 AM - 04:30 PM","["Forest Trails","Locker services","Trained lifeguards","Snack vendor"]","["https://images.unsplash.com/photo-1537996194471-e657df975ab4?auto=format&fit=crop&w=800&q=80"]"
"house-of-sampoerna","House of Sampoerna","house-of-sampoerna","surabaya","https://images.unsplash.com/photo-1601999109332-542b18dbec57?auto=format&fit=crop&w=800&q=80","A grand Dutch colonial style museum showing the history of Indonesia's famous clove cigarette (Kretek) brand.","North Surabaya, East Java","4.6","Built in 1862 as an orphanage, it was bought in 1932 by Liem Seeng Tee and turned into Sampoerna's first commercial hand-rolling production facility.","09:00 AM - 06:00 PM","["Historical Gallery","Live Hand-Rolling Floor","Cafe","Souvenir shop","Art Gallery"]","["https://images.unsplash.com/photo-1601999109332-542b18dbec57?auto=format&fit=crop&w=800&q=80"]"
"suramadu-bridge","Suramadu National Bridge","suramadu-bridge","surabaya","https://images.unsplash.com/photo-1589979482837-e74f2e145060?auto=format&fit=crop&w=800&q=80","A massive 5.4-kilometer bridge connecting Surabaya on Java island to Madura island, illuminated brilliantly at night.","Kenjeran, Surabaya","4.5","Completed in 2009, it is the longest bridge in Indonesia, serving as a vital trade link and a testament to modern national infrastructure.","24 Hours","["Photopoints","Bicycle lanes","Maduran seafood stalls nearby"]","["https://images.unsplash.com/photo-1589979482837-e74f2e145060?auto=format&fit=crop&w=800&q=80"]"
"sub-monument","Submarine Monument (Monkasel)","sub-monument","surabaya","https://images.unsplash.com/photo-1611637576109-b6f76185ec9b?auto=format&fit=crop&w=800&q=80","A real Russian submarine (KRI Pasopati 410) converted into a museum on the banks of the Kalimas river.","Genteng, Surabaya","4.4","A Whiskey-class submarine launched in Vladivostok in 1952, it was active in the Indonesian Navy until 1989, participating in the historic West Irian campaign.","08:00 AM - 09:00 PM","["Guided Submarine Program","Video Room","Riverside Cafe","Playground","Souvenir Area"]","["https://images.unsplash.com/photo-1611637576109-b6f76185ec9b?auto=format&fit=crop&w=800&q=80"]"
